Neurons,Learning Rate,Episode Number,CPU in %,Ram,Start Time,End Time,Execution Time,Running Mean
200,1e-2,181,67.8,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:09:07.384603,0:03:35.796873,-20.99141848027062
200,1e-2,182,68.2,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:09:08.540858,0:03:36.953128,-20.991504295467916
200,1e-2,183,65.5,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:09:09.697107,0:03:38.109377,-20.991589252513236
200,1e-2,184,64.4,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:09:10.853359,0:03:39.265629,-20.991673359988106
200,1e-2,185,66.7,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:09:11.993982,0:03:40.406252,-20.991756626388224
200,1e-2,186,65.1,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:09:13.134607,0:03:41.546877,-20.99183906012434
200,1e-2,187,70.7,11.5,2022-08-11 18:05:31.587730,2022-08-11 18:09:14.306484,0:03:42.718754,-20.9919206695231
200,1e-2,188,68.9,11.5,2022-08-11 18:05:31.587730,2022-08-11 18:09:15.462732,0:03:43.875002,-20.99200146282787
200,1e-2,189,66.2,11.5,2022-08-11 18:05:31.587730,2022-08-11 18:09:16.618978,0:03:45.031248,-20.992081448199592
200,1e-2,190,70.8,11.5,2022-08-11 18:05:31.587730,2022-08-11 18:09:17.822101,0:03:46.234371,-20.992160633717596
200,1e-2,191,69.6,11.3,2022-08-11 18:05:31.587730,2022-08-11 18:09:18.978357,0:03:47.390627,-20.99223902738042
200,1e-2,192,64.9,11.5,2022-08-11 18:05:31.587730,2022-08-11 18:09:20.134608,0:03:48.546878,-20.99231663710662
200,1e-2,193,64.4,11.5,2022-08-11 18:05:31.587730,2022-08-11 18:09:21.275232,0:03:49.687502,-20.992393470735554
200,1e-2,194,69.6,11.5,2022-08-11 18:05:31.587730,2022-08-11 18:09:22.431479,0:03:50.843749,-20.9924695360282
200,1e-2,195,63.7,11.5,2022-08-11 18:05:31.587730,2022-08-11 18:09:23.572106,0:03:51.984376,-20.992544840667918
200,1e-2,196,67.6,11.5,2022-08-11 18:05:31.587730,2022-08-11 18:09:24.728357,0:03:53.140627,-20.99261939226124
200,1e-2,197,67.8,11.5,2022-08-11 18:05:31.587730,2022-08-11 18:09:25.868978,0:03:54.281248,-20.99269319833863
200,1e-2,198,66.9,11.5,2022-08-11 18:05:31.587730,2022-08-11 18:09:27.025232,0:03:55.437502,-20.992766266355243
200,1e-2,199,61.6,11.5,2022-08-11 18:05:31.587730,2022-08-11 18:09:28.165855,0:03:56.578125,-20.99283860369169
200,1e-2,200,69.2,11.5,2022-08-11 18:05:31.587730,2022-08-11 18:09:29.384600,0:03:57.796870,-20.992910217654774
200,1e-2,201,71.6,11.5,2022-08-11 18:05:31.587730,2022-08-11 18:09:30.540859,0:03:58.953129,-20.992981115478226
200,1e-2,202,69.0,11.5,2022-08-11 18:05:31.587730,2022-08-11 18:09:31.775232,0:04:00.187502,-20.993051304323444
200,1e-2,203,65.6,11.5,2022-08-11 18:05:31.587730,2022-08-11 18:09:32.947106,0:04:01.359376,-20.99312079128021
200,1e-2,204,68.2,11.3,2022-08-11 18:05:31.587730,2022-08-11 18:09:34.103358,0:04:02.515628,-20.993189583367407
200,1e-2,205,67.6,11.5,2022-08-11 18:05:31.587730,2022-08-11 18:09:35.259608,0:04:03.671878,-20.993257687533735
